Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,PPI,HDMI,WiFi,Inbuilt Microphone,Bluetooth,SSD Interface,Keyboard,Microphone In,Speakers,Keyboard Backlit,Anti Glare Screen,GPU,Model,Series,Size,Warranty,Device Type,Touch,Processor,Resolution,OS,Battery,Features,Generation,RAM,Optical Drive,Adapter Type,Solid State Drive,Cache,Battery Details,Dimensions,Touchpad,Headphone Jack,Camera,Speed,RAM Bus Speed,Cores,Sales Package,Weight,Security Lock Port,Brand,Utility,USB Ports,Process Node,Ethernet,Type,Price
4.4,996,2,30,260,944,2352,~ 141PPI,1 x HDMI Port,Intel 6 AX201(2*2 ax),Yes,v5.2,NVMe,"Single (Red), No",Yes,Build-in Dual Speakers,Yes,Yes,NVIDIA GeForce GTX 1650,"11SC-1401IN, GF63 Thin 11SC-1401IN",GF63 Thin,15.6inches,2years Warranty,Netbook,No,11th Gen Intel Core i5 11400H,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,No,11th Gen,8GB DDR4,No,No,512GB,12MB,No,No,Yes,Yes,Yes,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, battery, power adapter, user guide",1.86kg,Yes,Intel,Performance,"1 x USB Type-C, 3 x USB 3.0",No,Yes,IPS-Level,"49,990"
4.3,742,2,88,447,939,2352,~ 141PPI,1 x HDMI v1.4b Port,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Dual Array Digital Microphones,v5,NVMe,"Full-size, Backlit, Natural Silver Keyboard with Numeric Keypad",Yes,Built-in Dual Speakers,Yes,Yes,Intel Integrated Iris Xe,15s-fr4001TU,15s-fr4001TU,15.6inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1155G7,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","250 nits, 45% NTSC",11th Gen,16GB DDR4,No,65 W Smart AC power adapter,512GB,8MB,41 Wh Li-ion,358x242x17.9mm,HP Imagepad with Multi-touch Gesture Support,Yes,HP True Vision 720p HD Camera,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,3200MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.69kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",10 nm SuperFin,No,IPS,"55,990"
4.25,286,2,81,447,927,2352,~ 162PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Yes,v5,NVMe PCIe Gen4,"Backlit Chiclet Keyboard, Yes",No,Built-in Speakers,Yes,Yes,Intel Integrated Iris Xe,S3402ZA-LY522WS,Core i5,14inches,1year Onsite Warranty,Ultrabook,No,12th Gen Intel Core i5 12500H,1920x1200pixels,Windows 11 Home (64-bit),"70Wh, 3 Cell Battery","300nits, 45% NTSC color gamut",12th Gen,8GB DDR4,No,90W AC Adapter,512GB,18MB,70WHrs Li-ion,316.4x224.5x18.9mm,Yes,No,720p HD camera,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Performance Cores  8 x 1.8GHz (Turbo Speed upto 3.3GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, battery, power adapter, user guide",1.5kg,No,Intel,Performance,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",10 nm,No,"LED Backlit, IPS-level Panel,","54,990"
4.45,66,3,19,319,1362,2352,~ 147PPI,1 x HDMI Port,Yes,Yes,Yes,NVMe PCIe Gen3,English Keyboard,Yes,Yes,No,Yes,AMD Radeon Graphics,82YU00W7IN,V15 G4,15.6inches,1year Onsite Warranty,Ultrabook,No,7th Gen AMD Ryzen 3 7320U,1920x1080pixels,Windows 11 Home (64-bit),No,"250 nits, Contrast Ratio: 500:1",7th Gen,8GB LPDDR5,No,65W AC Adapter,512GB,4MB,No,359.2x235.8x19.9mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.1GHz) Cores,4800MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.65kg,Yes,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",TSMC 6nm FinFET,Yes,TN LED Display,"33,999"
4.1,1,3,62,345,1468,2352,~ 141PPI,1 x HDMI v1.4b Port,IEEE 802.11a/b/g/n/ac (2x2),Integrated Dual Array Digital Microphone,v5,No,Full Size Jet Black Keyboard with Numeric Keypad,Yes,Built-in Dual Speakers,No,Yes,Intel Integrated UHD,15s-fq2673TU,15s,15.6inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"Full HD LED Backlit Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut)",11th Gen,8GB DDR4,No,No,512GB,6MB,No,358x242x17.9mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.69kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,LED,"40,990"
4.05,350,3,222,272,2015,2352,~ 141PPI,1 x HDMI 1.4 Port,802.11ac,Built-in Microphone,v5,No,"English International , Yes",Yes,Built-in Speaker,Yes,No,AMD Radeon,Inspiron 3515,Inspiron,15.6inches,1year Onsite Warranty,Ultrabook,No,AMD Ryzen 5  3450U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,No,No,8GB DDR4,No,No,512GB,No,No,358x235x18.9mm,Yes,Yes,Yes,4 x 2.1GHz Cores,2666MHz,Quad Core,"Laptop, Battery, Adapter, Cables and User Manual",1.8kg,Kensington Lock Port,AMD,"Everyday Use, Performance","2 x USB 3.0, 1 x USB 2.0",No,No,Full HD WVA AG Narrow Border Display,"45,690"
4.1,631,3,67,178,2047,2352,~ 141PPI,1 x HDMI Port,WI-Fi 6,No,v5.1,NVMe PCIe Gen4,"100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",Yes,Two built-in stereo speakers,No,Yes,Intel Integrated UHD,EX215-33,Extensa 15,15.6inches,1year Warranty,Netbook,No,Intel Core i3 N305,1920x1080pixels,Windows 11 Home (64-bit),"40Wh, 3 Cell Battery",No,No,8GB LPDDR5,No,45 W AC adapter,256GB,6MB,40 Wh Li-ion battery,362x237x18.9mm,Multi-gesture touchpad,Yes,720p HD,8 x (Turbo Speed upto 3.8GHz) Cores,No,"Octa Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.7kg,Yes,Intel,"Everyday Use, Performance","1 x USB Type-C, 2 x USB 3.0",No,Yes,LED-backlit TFT LCD,"31,990"
4.25,240,3,20,319,1365,2352,~ 157PPI,1 x HDMI Port,Intel Wi-Fi 6 AX201(2*2 ax),Yes,v5.2,NVMe PCIe Gen4,Single backlight Keyboard(White),Yes,Built-in Speakers,Yes,Yes,Intel Integrated UHD,Modern 14 C11M-031IN,Modern,14inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,45%NTSC,11th Gen,8GB DDR4,No,No,512GB,6MB,No,319.9x223x19.35mm,Yes,Yes,Yes,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,3200MHz,"Dual Core, 4 Threads","Laptop, Power adapter",1.4kg,No,Intel,Performance,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",10 nm SuperFin,No,IPS-Level,"34,990"
4.7,105,2,124,292,756,2352,~ 243PPI,1 x HDMI Port,IEEE 802.11 a/b/g/n+ac+ax,Yes,v5.2,NVMe PCIe Gen4,"83- 84- 87-key full-size FineTip with international language support, Yes",Yes,Stereo,Yes,Yes,Intel Integrated Iris Xe,SFG14-71,Swift Go 14,14inches,1year Onsite Warranty,Ultrabook,No,13th Gen Intel Core i5 13500H,2880x1800pixels,Windows 11 Home (64-bit),"65Wh, 4 Cell Battery",High-brightness (400 nits) Acer CineCrysta,13th Gen,16GB LPDDR5,No,100 W PD AC adaptor,512GB,18MB,65 Wh,312.9x217.9x14.9mm,Yes,Yes,Yes,4 x (Turbo Speed upto 4.7GHz) Performance Cores  8 x (Turbo Speed upto 3.5GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.25kg,Yes,Intel,Performance,"2 x USB Type-C, 2 x USB 3.0",No,Yes,No,"79,990"
4.4,112,3,71,345,1497,2352,~ 112PPI,No,802.11b/g/n/ac wireless LAN,Built-in Dual Microphones,v4.2,No,Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,Yes,Two built-in speakers,No,No,AMD Radeon Radeon Graphics,"Z2-493, Z2-493",Ryzen 5,14inches,1year Warranty,Ultrabook,No,3rd Gen AMD Ryzen 5 3500U,1366x768pixels,Windows 11 Home (64-bit),3 Cell Battery,No,3rd Gen,16GB DDR4,No,No,512GB,4MB,No,325.9x226.9x20.9mm,Touchpad with Multi-touch Gesture Support,No,Yes,4 x 2.1GHz (Turbo Speed upto 3.7GHz) Cores,No,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.5kg,Security Lock Slot,AMD,"Everyday Use, Business, Performance","1 x USB Type-C, 2 x USB 3.0",No,Gigabit Ethernet,"HD, Acer ComfyView LED-backlit TFT LCD","37,990"
4.4,78,2,22,227,267,2352,~ 283PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Built-in array microphone,v5.3,NVMe,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel",Yes,Built-in Speaker,Yes,Yes,NVIDIA Geforce RTX 3050,K3605VC-MB951WS,Vivobook 16X,16inches,1year Onsite Warranty,Netbook,No,13th Gen Intel Core i9 13900H,1920x1200pixels,Windows 11 Home (64-bit),"50Wh, 3 Cell Battery","300nit Brightness, NTSC: 45%",13th Gen,16GB DDR4,No,120W AC Adapter,1TB,24MB,"50WHrs, 3S1P",358x247.7x20mm,Yes,Yes,720p HD Camera With Privacy Shutter,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,No,"14 Cores (6P + 8E), 20 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1.8kg,No,Intel,Gaming,"1 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",10 nm,No,LED,"1,09,990"
4.05,198,2,191,481,1212,2352,~ 157PPI,1 x HDMI Port,Realtek Wi-Fi CERTIFIED 6 (2x2),Built-in Dual Array Digital Microphones,v5,No,"Full-size, backlit, Natural Silver keyboard, Yes",Yes,Built-in Dual Speakers,Yes,Yes,AMD Radeon Graphics,14s-fy1005AU,Pavilion,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 7  5700U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"Full HD IPS, Micro-edge, Dropbox Brightness: 250 nits, Color Gamut: 45%NTSC",5th Gen,16GB DDR4,No,No,512GB,8MB,No,324x225x18mm,Multi-touch Gesture Support,Yes,Yes,8 x 1.8GHz (Turbo Speed upto 4.3GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.46kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,IPS,"59,990"
4.4,158,2,20,272,1120,2352,~ 157PPI,1 x HDMI Port,AMD 6E RZ608,Yes,v5.2,NVMe PCIe Gen3,Single backlight Keyboard(White),Yes,Built-in Speakers,Yes,No,AMD Radeon AMD,Modern 14 C7M-062IN,Modern 14,14inches,1year Warranty,Ultrabook,No,7th Gen AMD Ryzen 5 7530U,1920x1080pixels,Windows 11 Home (64-bit),"39.3Wh, 3 Cell Battery",45%NTSC,7th Gen,16GB DDR4,No,65W adapter,512GB,16MB,39.3 WHrs Li-ion,319.9x223x19.35mm,Yes,Yes,HD type (30fps@720p),6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Power adapter",1.4kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",No,No,IPS-Level,"45,990"
4.4,2,2,107,481,840,2352,~ 127PPI,1 x HDMI v2.0b Port,Wi-Fi 6 (802.11ax) (Dual band) 2*2,Built-in array microphone,v5.1,NVMe PCIe Gen3,Backlit Chiclet Keyboard 1-Zone RGB,Yes,Dual Speakers,Yes,Yes,NVIDIA GeForce GTX 1650,FA706IHRB-HX041W,TUF Gaming A17,17.3inches,1year Onsite Warranty,Netbook,No,4th Gen AMD Ryzen 5  4600H,1920x1080pixels,Windows 11 Home (64-bit),"90Wh, 4 Cell Battery","250 nits Brightness,  45% NTSC, 62.5% sRGB",4th Gen,8GB DDR4,No,150W AC Adapter,512GB,8MB,90 WHrs,399x268x24.8mm,Yes,Yes,720p HD camera,6 x 3GHz (Turbo Speed upto 4GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",2.6kg,No,AMD,Gaming,"1 x USB Type-C, 3 x USB Type-A, 3 x USB 3.0",TSMC 7nm FinFET,10/100/1000 Mbps,IPS Display,"58,890"
4.3,544,2,3,332,268,2352,~ 141PPI,1 x HDMI Port,Intel 6 AX201(2*2 ax),Yes,v5.2,NVMe,"Single (Red), No",Yes,Build-in Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3050,11UC-1294IN,GF63 Thin,15.6inches,2years Warranty,Netbook,No,11th Gen Intel Core i7 11800H,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,45%NTSC,11th Gen,16GB DDR4,No,120W adapter,256GB,24MB,No,359x254x21.7mm,Yes,Yes,HD type (30fps@728p),8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,3200MHz,"Octa Core, 16 Threads","Laptop, battery, power adapter, user guide",1.86kg,No,Intel,Performance,"1 x USB Type-C, 3 x USB 3.0",No,Yes,IPS-Level,"72,990"
4.3,3,2,169,481,1025,2352,~ 141PPI,1 x HDMI Port,"802.11a/b/g/n+ax Wireless LAN, Wi-Fi M.2 (NGFF) 2230 PCI-E Interface",Built-in Digital Microphone,v5.2,No,Yes,Yes,Built-in Dual Stereo Speaker,Yes,No,NVIDIA GeForce GTX 1650,"A715-5G, Aspire 7 Gaming",Aspire 7,15.6inches,1year Warranty,Netbook,No,12th Gen Intel Core i5 1240P,1920x1080pixels,Windows 11 Home (64-bit),"50Wh, 3 Cell Battery",No,12th Gen,16GB,No,No,512GB,12MB,No,362.3x237.4x19.9mm,Yes,No,Yes,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, Quick Start Guide, Warranty Document",2.1kg,Yes,Intel,Gaming,"1 x USB Type-C, 3 x USB 3.0",12 nm,Yes,"Full HD,","60,990"
4.3,3,2,16,481,502,2352,~ 141PPI,1 x HDMI 2.0 Port,"6, 11ax 2x2",Built-in Dual Array Microphone,v5,NVMe,"White Backlit, English, Yes",Yes,Built-in 2W Dual Stereo Speakers,Yes,Yes,NVIDIA GeForce GTX 1650,82K101GSIN,IdeaPad Gaming 3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 11300H,1920x1080pixels,Windows 11 Home (64-bit),45Wh Battery,"250 nits , 45% NTSC",11th Gen,8GB DDR4,No,No,512GB,8MB,45Wh,359.6x251.9x24.2mm,Yes,No,Yes,4 x 3.1GHz (Turbo Speed upto 4.4GHz) Cores,3200MHz,"Quad Core, 8 Threads","Laptop, Battery, Adapter, Cables, User Manuals",2.25kg,No,Intel,Gaming,"1 x USB Type-C, 2 x USB 3.0",No,100/1000M (RJ-45),IPS,"57,500"
4.4,13,3,153,447,1602,2352,~ 141PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,Yes,No,NVIDIA GeForce GTX Graphics GTX 1650,"NH.Q97SI.001, Aspire 7",Core i5,15.6inches,1year Warranty,Netbook,No,10th Gen Intel Core i5 10300H,1920x1080pixels,Windows 10 Home (64-bit),No,No,10th Gen,8GB DDR4,No,No,512GB,8MB,No,No,Yes,Yes,Yes,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,No,"Quad Core, 8 Threads","laptop, Adaptor, User Nanual",No,Yes,Intel,Gaming,2 x USB 3.0,No,Yes,No,"53,990"
4.3,1,2,118,447,1050,2352,~ 141PPI,1 x HDMI v1.4b Port,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Integrated Dual Array Digital Microphone,v5,No,Full-size Jet Black Keyboard with Numeric Keypad,Yes,Built-in Dual Speakers,Yes,Yes,Intel Integrated Iris Xe,15s-FQ2535TU,15s,15.6inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 10 Home (64-bit),"41Wh, 3 Cell Battery","Full HD LED Backlit Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut)",11th Gen,8GB DDR4,No,No,512GB,8MB,No,358x242x17.9mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,2666MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.69kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,LED,"56,999"
4.15,282,2,102,481,828,2352,~ 141PPI,1 x HDMI Port,802.11a/b/g/n+ax wireless LAN,Built-in Digital Microphone,v5.2,No,99- 100- 103-key,Yes,Built In Dual Stereo Speakers,Yes,No,NVIDIA GeForce RTX 2050,A515-57G,Aspire 5,15.6inches,1year Warranty,Netbook,No,12th Gen Intel Core i5 1240P,1920x1080pixels,Windows 11 Home (64-bit),"50Wh, 3 Cell Battery",No,12th Gen,8GB DDR4,No,90 W AC adapter,512GB,12MB,No,362x237x17.9mm,Touchpad with Multi-touch Gesture Support,No,Yes,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.8kg,Kensington Lock Slot,Intel,"Everyday Use, Gaming, Business, Performance","1 x USB Type-C, 2 x USB 3.0",12 nm,No,"Full HD, IPS","57,600"
4.55,92,3,34,319,1475,2352,~ 100PPI,1 x HDMI 1.4b Port,Realtek 802.11a/b/g/n/ac (2x2),Integrated Digital Microphone,v5,NVMe,Full-size keyboard with numeric keypad,Yes,Stereo speakers,No,Yes,Intel Integrated,"250 G8, Notebook",Core i3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1366x768pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery",No,11th Gen,8GB DDR4,No,HP Smart 65 W EM External AC power adapter,256GB,6MB,41 Wh Li-ion,No,Touchpad with multi-touch gesture support,Yes,720p HD camera,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,2666MHz,"Dual Core, 4 Threads","Laptop, AC Adapter, User Guide, Manuals",No,No,Intel,Everyday Use,"1 x USB Type-C, 2 x USB 3.0",10 nm SuperFin,Realtek RTL8111HSH-CG 10/100/1000 GbE NIC,"HD (1366 x 768) narrow bezel,","33,990"
4.2,644,3,152,260,1602,2352,~ 157PPI,1 x HDMI Port,Realtek Wi-Fi CERTIFIED 6,Yes,v5.2,No,"Full-size, backlit, Natural Silver keyboard, Yes",Yes,Dual speakers,Yes,No,AMD Radeon Graphics,14s- fy1003AU,Pavilion,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 5  5500U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"Micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut)",5th Gen,16GB DDR4,No,No,512GB,8MB,No,324x225x18mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",1.46kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,"Full HD, IPS","47,990"
3.95,1,3,46,345,1401,2352,~ 141PPI,1 x HDMI v1.4b Port,11 ac (2x2),Built-In Dual Array Microphone,v5,No,Standard English Keyboard,Yes,Built-In Dual Stereo Speakers,Yes,Yes,Intel Integrated,Ideapad Slim 3i,Ideapad Slim 3i (2021),15.6inches,2years Onsite Warranty,Ultrabook,No,10th Gen Intel Core i3 1135G7,1920x1080pixels,Windows 11 Home (64-bit),45Wh Battery,250 nits Brightness,10th Gen,8GB DDR4,No,No,512GB,8MB,No,359.2x236.5x19.9mm,65W Adapter,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,3200MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.65kg,No,Intel,Performance,"1 x USB 3.0, 1 x USB 2.0",No,No,Full HD LED Backlit,"37,990"
4.35,55,3,37,178,1687,2352,~ 112PPI,1 x HDMI Port,IEEE 802.11b/g/n/ac,Built-in Dual Microphones,v4.2,NVMe,Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,Yes,Two built-in Speakers,No,No,AMD Radeon Graphics,Z2-493,Ryzen 3,14inches,1year Onsite Warranty,Ultrabook,No,3rd Gen AMD Ryzen 3  3250U,1366x768pixels,Windows 11 Home (64-bit),"36Wh, 3 Cell Battery","HD, Acer ComfyView L",3rd Gen,8GB DDR4,No,No,512GB,4MB,No,325.9x226.9x20.9mm,Multi-touch Gesture Support,No,HD Webcam,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.5kg,Security Lock Slot,AMD,"Everyday Use, Business, Performance","1 x USB Type-C, 2 x USB 3.0",No,Gigabit Ethernet,LED-backlit TFT LCD,"29,990"
4.55,81,3,23,319,1384,2352,~ 157PPI,1 x HDMI Port,"Wi-Fi 5 (802.11ac) 2*2, Wi-Fi 5 (802.11ac) 2*2",Yes,v4.2,NVMe,Chiclet Keyboard,Yes,Built In Speaker,No,Yes,Intel Integrated Intel UHD,X1400EA-EK322WS,Vivobook 14,14inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),"37Wh, 2 Cell Battery","250nits, NTSC: 45%",11th Gen,8GB DDR4,No,\u200e45 Watts,512GB,6MB,\u200e37 Watt Hours,325.4x216x19.9mm,MultiGesture Touchpad,Yes,Yes,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,3200MHz,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide",1.6kg,No,Intel,"Everyday Use, Business, Performance","1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",10 nm SuperFin,No,"IPS-level Panel, FHD","34,990"
4.6,77,2,29,332,386,2352,~ 142PPI,1 x HDMI 2.1 Port,6E(802.11ax) Dual band) 2*2,Yes,v5,NVMe PCIe Gen3,"Backlit Chiclet Keyboard with Num-key, Yes",Yes,Built-in Speakers,Yes,Yes,NVIDIA GeForce RTX 3050,K3605ZC-MB541WS,Vivobook 16X (2023),16inches,1year Onsite Warranty,Ultrabook,No,12th Gen Intel Core i5 12450H,1920x1200pixels,Windows 11 Home (64-bit),"63Wh, 3 Cell Battery","300nits, 45% NTSC color gamut, display",12th Gen,16GB DDR4,No,120W AC Adapter,512GB,12MB,No,358.6x249.1x18.9mm,Yes,Yes,Yes,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"Octa Core (4P + 4E), 12 Threads","Laptop, battery, power adapter, user guide",1.8kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",10 nm,No,"LED Backlit, IPS-level Panel","72,990"
4.25,4,2,11,272,1008,2352,~ 157PPI,1 x HDMI 1.4b Port,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),Built-in Dual Array Digital Microphones,v4.2,No,"Full-size, backlit, natural silver keyboard, Yes",Yes,Built-in Speaker,Yes,Yes,AMD Radeon AMD,14s-fq1092au,Ryzen 5,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 5  5500U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",5th Gen,8GB DDR4,No,No,512GB,8MB,No,324x225x17.9mm,HP Imagepad with multi-touch gesture support,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.46kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 2.0",No,No,"Full HD, IPS, Micro-edge, BrightView","44,990"
4.15,100,2,5,231,75,2352,~ 141PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Yes,v5.3,NVMe PCIe Gen4,Backlit Chiclet Keyboard,Yes,Built-in Speakers,Yes,Yes,NVIDIA GeForce RTX 4050,K6502VU-MA951WS,VivoBook Pro 15 OLED,15.6inches,1year Warranty,Netbook,No,13th Gen Intel Core i9 13900H,2880x1620pixels,Windows 11 Home (64-bit),"70Wh, 3 Cell Battery",400 nits Brightness & 600 nits HDR Peak Brightness,13th Gen,16GB DDR5,No,150W AC Adapter,1TB,24MB,70WHrs,359x234x19.9mm,Yes,Yes,1080p FHD camera With privacy shutter,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,No,"14 Cores (6P + 8E), 20 Threads","Main Unit, Charging Cable, Charging Adapter",1.8kg,No,Intel,Everyday Use,"2 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",10 nm,Yes,OLED,"1,60,000"
4.25,114,3,269,332,1497,2352,~ 157PPI,1 x HDMI 2.1 Port,Realtek Wi-Fi CERTIFIED 6 (2x2),Built-in Dual Array Digital Microphones,v5.2,No,"Full-size, backlit, Natural Silver keyboard, Yes",Yes,Built-in Dual Speakers,Yes,Yes,AMD Radeon AMD,"14-EC1008AU, 14-EC1008AU",Pavilion,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 7  5825U,1920x1080pixels,Windows 11 Home (64-bit),"43Wh, 3 Cell Battery","Micro-edge, Low Blue Light, Brightness: 400 nits, Color Gamut: 100%sRGB",5th Gen,16GB DDR4,No,No,512GB,16MB,No,325x216x17mm,Yes,Yes,Yes,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.41kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 2.0",No,No,IPS,"75,199"
